CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count
717722958,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1
712279683,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2
716606733,33,F,1,Graduate,Single,$40K - $60K,Blue,18,2
716060358,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2
709158333,44,M,4,Graduate,Single,$60K - $80K,Blue,28,2
721113333,54,F,0,Graduate,Married,Less than $40K,Blue,36,1
712620858,34,F,4,Doctorate,Married,Unknown,Blue,36,1
712855683,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1
715463133,40,M,5,High School,Single,$120K +,Blue,31,1
716551533,47,F,1,High School,Single,Unknown,Blue,36,2
771220758,40,F,3,Doctorate,Single,Unknown,Blue,27,1
709920258,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28,1
708959583,47,M,2,High School,Married,$60K - $80K,Blue,39,1
712510833,44,M,3,College,Married,$40K - $60K,Blue,30,2
710840433,34,M,1,College,Unknown,$40K - $60K,Blue,20,2
712853358,39,F,3,High School,Unknown,Less than $40K,Blue,36,2
788502858,58,M,3,High School,Single,$80K - $120K,Blue,51,2
721139808,42,F,3,Graduate,Single,Less than $40K,Blue,36,1
711375558,48,F,2,Uneducated,Single,$40K - $60K,Blue,34,2
713798958,38,F,3,Unknown,Single,Less than $40K,Blue,36,2
709362033,52,F,1,Graduate,Married,Less than $40K,Blue,42,1
719860308,42,F,2,Graduate,Married,Less than $40K,Blue,36,2
714443058,43,F,4,College,Married,Less than $40K,Blue,28,5
716315508,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2
717651333,55,F,2,Graduate,Single,Less than $40K,Blue,43,1
798489258,59,F,1,Uneducated,Divorced,Unknown,Blue,53,1
710742408,53,F,2,College,Married,Less than $40K,Blue,43,2
812089383,41,M,5,Unknown,Single,$80K - $120K,Blue,36,1
711968358,55,F,4,Graduate,Single,Less than $40K,Blue,44,1
794227308,56,M,2,College,Married,$80K - $120K,Blue,50,1
719845908,52,F,3,Uneducated,Single,Less than $40K,Blue,36,2
716851908,58,F,5,Unknown,Married,$40K - $60K,Blue,47,1
720599658,49,M,1,Unknown,Married,$40K - $60K,Blue,36,2
720401658,53,F,3,Graduate,Single,Less than $40K,Blue,34,5
827442858,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2
779034708,60,F,0,Doctorate,Married,Unknown,Blue,41,1
718806783,46,F,3,Uneducated,Married,Unknown,Blue,36,2
714484008,49,F,4,Uneducated,Married,Less than $40K,Blue,31,4
719176308,43,M,3,College,Divorced,$80K - $120K,Blue,32,6
769662033,45,F,2,College,Unknown,Less than $40K,Blue,29,2
721020858,34,F,1,College,Single,Unknown,Blue,20,2
714630858,36,F,1,Uneducated,Unknown,Less than $40K,Blue,36,2
710838108,45,M,2,Graduate,Married,$80K - $120K,Blue,36,1
712662783,43,F,2,College,Married,Unknown,Blue,36,1
713160258,54,F,2,Graduate,Married,Less than $40K,Blue,44,1
778163508,37,F,2,High School,Married,Unknown,Blue,27,2
713785608,49,F,1,Doctorate,Single,Less than $40K,Blue,40,1
779905008,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38,2
789491058,43,F,4,Graduate,Married,Less than $40K,Blue,34,2
793736958,49,M,3,High School,Single,$120K +,Blue,43,1
720961383,47,F,3,Uneducated,Single,Unknown,Blue,36,2
714202008,53,F,2,High School,Married,Less than $40K,Blue,36,6
721479108,52,M,1,Uneducated,Single,$120K +,Blue,41,1
715549158,29,F,1,Graduate,Married,Less than $40K,Blue,36,2
710308983,50,F,3,Graduate,Unknown,Less than $40K,Blue,39,1
710981583,44,F,5,Unknown,Single,$40K - $60K,Blue,36,2
712704933,49,F,4,High School,Unknown,$40K - $60K,Blue,43,4
716165508,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2
710630583,47,M,3,High School,Single,$60K - $80K,Blue,39,2
709571958,58,F,2,Graduate,Single,Less than $40K,Blue,47,1
790115358,39,F,2,Unknown,Single,Less than $40K,Blue,32,2
715904433,42,F,4,College,Married,$40K - $60K,Blue,34,1
709078908,48,F,3,High School,Single,Less than $40K,Blue,32,1
717541308,61,F,2,Graduate,Single,Less than $40K,Blue,45,2
779916408,39,F,4,Graduate,Single,Unknown,Blue,23,1
714979383,56,M,3,Graduate,Single,$60K - $80K,Blue,46,1
711691608,46,F,4,Graduate,Single,Less than $40K,Blue,36,2
788930358,42,F,4,College,Single,$40K - $60K,Blue,28,2
716351208,48,F,3,Uneducated,Married,Less than $40K,Blue,38,1
708266883,34,F,2,Graduate,Single,Less than $40K,Blue,36,1
718858683,42,F,1,Graduate,Married,Less than $40K,Blue,36,2
771617883,54,F,2,High School,Single,$40K - $60K,Blue,42,1
718001508,41,F,3,Graduate,Married,Less than $40K,Blue,29,1
708995283,50,F,1,Graduate,Unknown,Unknown,Blue,36,1
721173183,57,F,2,Uneducated,Married,Unknown,Blue,43,2
711102858,48,F,2,Doctorate,Single,Unknown,Blue,36,4
711722808,51,F,4,Graduate,Single,Less than $40K,Blue,44,5
787466808,35,F,0,Unknown,Married,Less than $40K,Blue,22,2
716116383,45,F,1,Unknown,Married,Less than $40K,Blue,36,1
713257083,46,F,4,Unknown,Married,$40K - $60K,Blue,36,1
772661808,56,M,3,Graduate,Married,$120K +,Blue,46,2
713382558,57,F,3,College,Single,Less than $40K,Blue,42,1
717596883,58,F,0,Graduate,Single,$40K - $60K,Blue,39,4
712993008,58,F,1,Unknown,Single,Less than $40K,Blue,48,4
824763783,59,F,0,College,Single,Less than $40K,Blue,55,2
771730758,51,F,1,High School,Single,Unknown,Blue,39,4
780265458,56,F,2,Uneducated,Single,Less than $40K,Blue,42,4
714256758,50,M,2,Unknown,Single,$60K - $80K,Blue,36,3
710292333,44,F,3,High School,Married,Unknown,Blue,36,3
712171158,42,F,2,High School,Married,Less than $40K,Blue,30,6
787339158,56,M,1,Graduate,Married,$80K - $120K,Blue,50,3
788782008,49,F,3,Unknown,Married,Less than $40K,Gold,30,4
714848958,47,F,2,Graduate,Single,Less than $40K,Gold,37,6
714987633,42,M,3,Graduate,Married,$60K - $80K,Blue,36,2
717684858,50,M,3,Uneducated,Single,$120K +,Blue,38,6
767376483,27,F,1,College,Married,Less than $40K,Blue,20,5
709901058,38,M,1,High School,Single,$40K - $60K,Blue,30,2
823149483,52,F,1,Post-Graduate,Single,$40K - $60K,Blue,48,1
780073158,59,M,0,High School,Single,Less than $40K,Blue,44,2
779998083,33,M,3,High School,Married,$40K - $60K,Blue,23,1
713144208,51,F,0,High School,Married,Unknown,Blue,42,1
771594783,56,F,1,College,Married,Unknown,Blue,44,2
816613158,48,F,1,Doctorate,Married,Less than $40K,Blue,43,2
770774133,53,M,3,Graduate,Single,$80K - $120K,Silver,39,1
712300683,41,F,1,Graduate,Single,Less than $40K,Blue,32,2
714536208,50,F,3,Uneducated,Married,Less than $40K,Blue,36,1
784880958,34,F,4,Graduate,Single,$40K - $60K,Blue,28,2
713784558,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1
719305608,57,F,3,High School,Single,Less than $40K,Blue,36,4
720190083,56,F,3,Unknown,Single,Less than $40K,Blue,39,1
708323208,49,F,3,Uneducated,Married,Less than $40K,Blue,36,4
781183233,44,F,3,High School,Single,Less than $40K,Blue,25,2
718825908,60,F,1,Doctorate,Single,Unknown,Blue,47,1
716963283,47,F,3,Graduate,Unknown,Less than $40K,Blue,38,2
714924483,60,F,1,Unknown,Single,Less than $40K,Blue,46,2
779922183,52,F,1,High School,Married,Less than $40K,Blue,36,2
719449533,49,F,3,Uneducated,Single,$40K - $60K,Blue,38,1
712559058,54,M,0,High School,Single,$80K - $120K,Blue,45,1
717853233,41,M,2,College,Married,$80K - $120K,Blue,31,1
790069233,45,F,3,High School,Divorced,Less than $40K,Blue,37,2
794576058,42,M,3,Graduate,Married,$80K - $120K,Blue,26,1
779877858,53,F,2,College,Unknown,Less than $40K,Blue,37,2
772334133,53,F,1,Graduate,Married,Unknown,Blue,42,2
714139308,53,M,3,Uneducated,Married,$60K - $80K,Blue,42,2
806634783,38,F,2,College,Married,Less than $40K,Blue,33,1
720101658,26,F,0,Graduate,Single,Less than $40K,Blue,19,2
719925483,46,M,4,Graduate,Married,$80K - $120K,Blue,36,2
719572833,57,F,3,Graduate,Unknown,$40K - $60K,Blue,46,2
720729108,32,F,0,Unknown,Single,Less than $40K,Blue,17,1
819214233,43,F,3,Graduate,Married,Less than $40K,Blue,38,2
718896108,48,F,3,High School,Unknown,Less than $40K,Blue,36,2
713723433,52,F,4,High School,Single,Less than $40K,Blue,44,1
708514383,38,F,2,College,Married,Unknown,Blue,29,2
716961033,48,F,3,High School,Single,Less than $40K,Blue,40,1
778819083,41,F,2,Doctorate,Married,$40K - $60K,Blue,33,1
714773508,54,F,1,Graduate,Married,$40K - $60K,Blue,46,6
814181433,46,M,5,College,Married,$40K - $60K,Blue,41,1
711984633,36,F,3,Graduate,Married,Less than $40K,Blue,27,1
710662158,41,M,4,Unknown,Married,$120K +,Blue,34,1
711356733,45,F,5,Unknown,Single,Less than $40K,Blue,36,2
711456108,46,F,4,Unknown,Married,$40K - $60K,Blue,39,5
780727833,51,F,3,High School,Single,Less than $40K,Blue,41,1
771471708,44,F,2,Graduate,Unknown,Less than $40K,Blue,32,2
714320358,38,F,2,College,Single,Less than $40K,Blue,33,2
720700008,50,F,1,High School,Single,Less than $40K,Blue,36,1
713027058,46,F,4,Doctorate,Single,Less than $40K,Blue,36,2
778228458,52,F,3,Uneducated,Single,Less than $40K,Blue,42,2
781137783,40,M,3,High School,Unknown,Less than $40K,Blue,33,1
719821908,38,F,2,High School,Single,Less than $40K,Blue,16,2
720537633,44,F,3,Doctorate,Married,Less than $40K,Blue,36,2
712378983,54,M,1,Unknown,Single,$80K - $120K,Blue,47,5
763681908,34,F,3,Unknown,Married,Less than $40K,Blue,27,1
721164483,46,F,2,College,Married,$40K - $60K,Blue,34,2
715447008,50,F,3,Graduate,Married,Less than $40K,Blue,36,2
769676358,38,M,2,High School,Single,$60K - $80K,Blue,32,1
710487033,44,F,2,High School,Married,$40K - $60K,Blue,28,2
714197133,51,F,3,College,Married,$40K - $60K,Blue,36,2
718488783,40,M,3,College,Unknown,$40K - $60K,Blue,30,2
715663458,51,F,4,Unknown,Married,Less than $40K,Blue,39,2
717865008,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2
771400608,56,F,2,Graduate,Married,Unknown,Blue,44,2
708148158,39,F,4,Unknown,Married,Unknown,Blue,21,2
720589008,47,F,3,Doctorate,Unknown,Unknown,Blue,38,1
784795083,31,F,1,High School,Divorced,Less than $40K,Blue,25,2
809844108,48,M,2,Doctorate,Single,$60K - $80K,Blue,43,2
711521958,51,F,2,Unknown,Single,Less than $40K,Blue,36,2
711833508,47,M,2,High School,Single,$40K - $60K,Blue,27,2
713146683,35,F,1,High School,Unknown,Unknown,Blue,36,2
716968683,46,F,5,High School,Single,Unknown,Blue,38,2
716279508,48,M,3,College,Married,$80K - $120K,Blue,41,2
771336783,51,F,3,High School,Single,Less than $40K,Blue,38,1
717502083,41,M,3,Doctorate,Single,$120K +,Blue,28,4
714843483,57,F,3,Uneducated,Single,Unknown,Blue,48,1
709745508,58,F,2,Unknown,Divorced,$40K - $60K,Blue,47,1
711382458,43,M,5,Graduate,Married,$60K - $80K,Blue,38,2
712190358,48,F,4,Uneducated,Married,Less than $40K,Blue,29,1
788805858,49,M,3,College,Divorced,$40K - $60K,Blue,31,2
709102458,47,M,2,High School,Single,$80K - $120K,Blue,36,4
712533708,43,M,0,High School,Single,$80K - $120K,Blue,36,2
720326733,55,M,2,Graduate,Single,$120K +,Blue,47,2
713605908,49,M,3,Graduate,Married,$120K +,Blue,37,1
711598533,43,M,1,High School,Married,$60K - $80K,Blue,36,1
795855258,48,F,4,College,Single,Less than $40K,Blue,42,2
826783233,57,F,3,High School,Single,Less than $40K,Blue,53,1
789228108,56,F,4,Graduate,Single,Unknown,Blue,45,2
785230083,50,M,2,Uneducated,Single,$60K - $80K,Blue,44,1
807946833,44,F,2,Graduate,Single,Less than $40K,Blue,39,6
711011508,43,F,3,Graduate,Single,Less than $40K,Blue,35,1
718632933,58,F,1,College,Single,Less than $40K,Blue,46,1
717284133,53,F,1,High School,Married,Less than $40K,Blue,41,1
711701058,48,F,4,Graduate,Married,Less than $40K,Silver,36,2
712228458,50,M,2,Unknown,Unknown,$120K +,Blue,32,2
717146208,59,F,1,Graduate,Single,Less than $40K,Blue,51,1
719028783,42,F,1,Graduate,Married,Less than $40K,Blue,29,2
713274183,45,F,1,Graduate,Single,Less than $40K,Blue,35,1
789218433,33,F,3,Unknown,Married,$40K - $60K,Blue,22,2
790139583,39,F,0,Graduate,Divorced,Less than $40K,Blue,32,2
720218658,40,F,1,Unknown,Married,Unknown,Blue,26,2
747074058,47,F,3,Unknown,Single,Unknown,Blue,40,1
719170683,38,M,1,Unknown,Single,$80K - $120K,Blue,29,2
708753633,45,F,3,Doctorate,Married,$40K - $60K,Blue,32,2
710780883,48,F,5,Uneducated,Single,$40K - $60K,Blue,38,1
785237958,45,M,5,College,Married,$60K - $80K,Blue,39,2
711333933,56,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,2
710797833,50,F,5,Graduate,Married,Less than $40K,Blue,30,1
720154533,53,F,4,Graduate,Unknown,Less than $40K,Blue,39,2
719123958,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2
780942633,49,M,4,High School,Married,Unknown,Blue,32,2
720034983,26,M,0,Unknown,Unknown,Less than $40K,Silver,13,2
717307158,48,F,3,Unknown,Single,Less than $40K,Blue,36,2
708876183,51,M,1,High School,Single,$60K - $80K,Silver,43,2
712660308,44,F,1,High School,Single,Less than $40K,Blue,36,2
715958583,56,F,2,High School,Married,Less than $40K,Blue,43,1
771546708,46,F,2,Graduate,Single,Less than $40K,Blue,34,2
711252258,54,F,1,High School,Single,Less than $40K,Blue,36,1
772585008,48,F,4,High School,Married,Unknown,Blue,38,2
751143858,59,F,1,High School,Single,Unknown,Blue,52,2
708824958,50,F,4,High School,Single,Less than $40K,Blue,42,2
819612933,52,M,3,Graduate,Single,$80K - $120K,Blue,47,1
712804383,56,F,0,College,Married,Less than $40K,Blue,38,1
790149483,42,M,3,Uneducated,Single,$40K - $60K,Blue,35,2
712121508,43,M,3,Uneducated,Single,$60K - $80K,Blue,30,1
778853358,59,F,0,College,Single,Less than $40K,Blue,40,1
716512383,39,F,2,High School,Married,Less than $40K,Blue,36,1
823548858,53,F,4,Graduate,Married,Unknown,Blue,49,5
712144158,53,F,1,Graduate,Single,Less than $40K,Blue,48,6
824560758,35,F,3,Graduate,Single,Less than $40K,Blue,31,1
757710783,36,F,1,Graduate,Married,Less than $40K,Blue,29,4
713081583,51,F,4,Unknown,Married,Less than $40K,Blue,32,2
710481333,50,F,4,High School,Married,Less than $40K,Blue,36,5
721060083,42,F,3,College,Married,Unknown,Blue,27,1
713759583,54,F,3,High School,Married,Less than $40K,Blue,36,1
717547383,43,F,2,Graduate,Married,Less than $40K,Blue,32,2
711683358,46,F,3,High School,Unknown,Less than $40K,Blue,41,2
710044308,40,F,4,Graduate,Single,$40K - $60K,Blue,27,2
713101383,44,F,2,Unknown,Married,$40K - $60K,Blue,36,1
757685733,43,F,2,Graduate,Single,Less than $40K,Blue,36,1
717823383,56,M,4,Unknown,Married,$60K - $80K,Blue,47,1
796029483,49,F,3,Graduate,Married,Less than $40K,Blue,43,2
710099358,60,F,1,Unknown,Single,$40K - $60K,Blue,36,2
713872008,49,F,1,High School,Married,Less than $40K,Blue,42,1
788802483,47,F,3,Uneducated,Unknown,Less than $40K,Blue,29,2
817988433,56,M,3,Unknown,Single,$60K - $80K,Blue,51,2
823554783,44,F,3,College,Single,Unknown,Blue,40,2
710643183,42,F,2,High School,Single,Less than $40K,Blue,23,2
779859558,54,F,3,High School,Married,Less than $40K,Blue,38,2
798238008,36,F,2,Uneducated,Married,Less than $40K,Blue,30,2
811974483,56,M,2,Graduate,Single,$40K - $60K,Blue,51,1
778471758,52,F,2,Graduate,Married,Less than $40K,Blue,37,1
718513233,59,M,2,Graduate,Single,$120K +,Blue,48,1
718147233,44,F,1,High School,Married,$40K - $60K,Blue,31,2
713700258,55,F,1,Post-Graduate,Married,Unknown,Blue,42,1
780670083,39,F,2,Unknown,Unknown,$40K - $60K,Blue,28,1
711438033,57,F,1,Graduate,Married,Less than $40K,Blue,45,1
712253058,48,F,3,High School,Married,Less than $40K,Blue,40,1
713519508,47,M,4,High School,Divorced,$60K - $80K,Blue,36,1
789992733,50,F,1,Unknown,Unknown,Less than $40K,Blue,42,1
710110683,52,M,2,College,Married,$60K - $80K,Blue,36,1
720260433,46,F,3,High School,Married,$40K - $60K,Blue,34,2
714148758,34,F,2,Post-Graduate,Married,Less than $40K,Blue,27,2
715522233,45,F,3,Doctorate,Single,Less than $40K,Blue,27,1
712790358,39,F,3,Uneducated,Married,Unknown,Blue,30,6
714943233,49,M,2,Doctorate,Married,$40K - $60K,Blue,31,2
789579033,43,M,3,Graduate,Unknown,$40K - $60K,Blue,36,2
708952758,41,F,3,College,Married,Less than $40K,Blue,35,2
721374033,53,F,1,High School,Married,$40K - $60K,Blue,39,2
808891983,42,F,5,Graduate,Unknown,Less than $40K,Blue,37,2
794516508,43,F,3,High School,Married,Less than $40K,Blue,24,2
714032883,45,M,2,College,Unknown,$40K - $60K,Blue,36,1
778722033,44,F,2,Uneducated,Married,Less than $40K,Blue,28,2
823578483,44,F,4,High School,Single,Less than $40K,Blue,40,2
715148658,51,F,2,Graduate,Married,Less than $40K,Blue,43,1
709669533,38,F,1,High School,Divorced,Less than $40K,Blue,30,2
787467858,43,M,1,High School,Married,$80K - $120K,Silver,30,1
708671733,48,M,4,Graduate,Married,$60K - $80K,Blue,36,2
709790058,53,M,4,Graduate,Married,$120K +,Blue,40,1
712714008,39,F,4,Unknown,Married,$40K - $60K,Blue,28,2
715191258,47,F,5,Unknown,Married,Unknown,Blue,41,1
757722708,42,M,3,College,Married,$60K - $80K,Blue,35,1
718086783,50,M,5,Uneducated,Married,$120K +,Blue,36,2
815253708,46,F,2,High School,Divorced,Less than $40K,Blue,41,1
715083633,33,F,1,Uneducated,Married,Less than $40K,Blue,23,2
792098883,37,M,2,Doctorate,Single,$120K +,Blue,31,2
711873858,43,M,3,High School,Married,$60K - $80K,Blue,35,2
713931258,56,F,3,Graduate,Married,Less than $40K,Blue,45,2
787591008,42,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,2
801518958,56,F,1,Graduate,Married,Unknown,Blue,50,2
713068833,44,F,3,Uneducated,Single,Less than $40K,Blue,32,2
710566533,40,M,1,Unknown,Married,$60K - $80K,Blue,27,1
789151983,43,F,4,Graduate,Unknown,$40K - $60K,Blue,31,2
766673433,45,M,4,Unknown,Married,$80K - $120K,Blue,38,2
807589908,47,F,5,Unknown,Married,Less than $40K,Blue,42,1
708190158,38,F,3,High School,Single,Less than $40K,Blue,26,2
784895358,49,F,1,Graduate,Married,Less than $40K,Blue,43,5
710090133,62,F,1,College,Divorced,Less than $40K,Blue,51,1
799242033,45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2
719377383,40,M,2,College,Single,$60K - $80K,Blue,28,1
710371683,51,M,4,Doctorate,Married,$60K - $80K,Blue,36,2
719926683,41,M,3,High School,Divorced,$60K - $80K,Blue,33,2
793597833,49,F,0,Post-Graduate,Single,Less than $40K,Blue,43,1
713739708,61,M,0,High School,Single,$60K - $80K,Blue,53,1
709389558,33,F,4,College,Single,Less than $40K,Blue,36,1
811907583,45,F,4,Uneducated,Single,Unknown,Blue,40,1
709087983,35,F,3,Doctorate,Single,Less than $40K,Blue,27,2
712774908,41,F,4,High School,Married,Less than $40K,Blue,29,2
820639908,48,F,4,High School,Married,Unknown,Blue,44,1
713497983,49,M,5,High School,Single,$60K - $80K,Blue,36,1
713489358,52,F,2,Graduate,Married,Less than $40K,Blue,40,2
711381183,51,F,2,Unknown,Married,$40K - $60K,Blue,36,2
814989933,45,F,4,College,Unknown,Less than $40K,Blue,40,1
711847833,42,F,2,Graduate,Single,Less than $40K,Blue,32,2
772837083,41,M,3,Graduate,Married,$120K +,Blue,32,2
713652783,30,F,0,Unknown,Single,Less than $40K,Blue,36,1
719202708,54,F,3,High School,Married,Less than $40K,Blue,36,2
714566133,60,F,2,Graduate,Married,Less than $40K,Blue,36,1
717553683,52,F,1,Unknown,Married,Less than $40K,Blue,36,1
814987983,37,F,2,College,Single,$40K - $60K,Blue,32,2
789588933,44,M,2,Graduate,Married,$60K - $80K,Blue,37,1
714317058,52,M,2,Graduate,Married,$60K - $80K,Blue,36,2
772271508,46,F,3,Uneducated,Single,Unknown,Blue,35,2
716366208,45,F,2,Uneducated,Married,Unknown,Blue,36,2
710971908,43,M,1,High School,Married,$60K - $80K,Blue,31,2
711412533,40,F,3,High School,Single,Less than $40K,Blue,35,6
720593583,39,F,2,Doctorate,Divorced,Less than $40K,Blue,32,1
720165258,44,F,2,High School,Unknown,Less than $40K,Blue,29,2
716147658,49,F,2,Uneducated,Single,Unknown,Blue,40,2
778436283,41,M,4,High School,Single,Less than $40K,Blue,21,2
711492258,50,M,2,Graduate,Married,$60K - $80K,Blue,45,2
771106458,54,F,4,College,Married,Less than $40K,Blue,41,1
713183508,39,F,1,High School,Married,Unknown,Blue,36,1
710832108,52,F,2,Unknown,Single,$40K - $60K,Blue,44,2
719940483,51,F,1,Graduate,Married,$40K - $60K,Blue,43,2
715207458,46,F,1,Unknown,Single,Less than $40K,Blue,39,2
716839983,48,M,3,College,Married,$120K +,Blue,36,2
781073733,50,M,2,Graduate,Married,$120K +,Blue,41,1
757594083,52,F,1,Unknown,Married,Unknown,Blue,45,2
764496708,54,F,2,High School,Married,Unknown,Blue,47,2
714080433,40,F,5,College,Married,$40K - $60K,Blue,36,2
757675158,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2
715361433,53,F,2,High School,Single,Less than $40K,Blue,36,2
778191933,45,M,3,Uneducated,Single,$120K +,Blue,35,2
718792758,35,F,4,Uneducated,Married,Unknown,Blue,25,2
709738008,48,F,3,Unknown,Married,$40K - $60K,Blue,36,1
799020258,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,38,2
718152333,41,F,3,Doctorate,Single,Unknown,Blue,36,2
716324583,42,F,4,Uneducated,Single,Unknown,Blue,36,1
720887058,51,F,1,Unknown,Married,Unknown,Blue,35,1
714825408,45,F,3,High School,Single,$40K - $60K,Blue,36,2
788620083,50,F,3,Graduate,Single,Less than $40K,Blue,41,2
719490108,54,F,3,Graduate,Single,Less than $40K,Blue,36,1
709044183,47,F,3,Unknown,Married,Unknown,Blue,27,1
756944133,52,F,4,Graduate,Married,Less than $40K,Blue,45,1
785285883,49,F,3,Graduate,Single,Less than $40K,Blue,43,6
779770683,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,2
718510983,54,F,3,Unknown,Single,$40K - $60K,Blue,41,1
710322033,52,F,1,High School,Married,Less than $40K,Blue,44,1
710560008,46,F,4,High School,Married,Less than $40K,Blue,33,1
711298458,39,F,3,Unknown,Married,Less than $40K,Blue,26,5
789164283,55,F,0,Uneducated,Married,Less than $40K,Blue,44,1
715773783,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2
779158533,43,F,3,Uneducated,Single,Less than $40K,Blue,25,2
720463833,42,M,5,Uneducated,Single,$60K - $80K,Blue,36,1
712747758,50,F,4,Uneducated,Single,Less than $40K,Blue,36,2
771067308,38,F,3,High School,Single,$40K - $60K,Blue,25,1
750995508,41,M,3,Unknown,Single,$60K - $80K,Blue,32,1
716171358,51,M,4,College,Married,$40K - $60K,Blue,36,2
794637333,44,F,2,Graduate,Divorced,Less than $40K,Silver,25,2
718437033,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,30,4
718492908,38,F,3,College,Married,Less than $40K,Blue,36,1
716033508,46,M,2,Graduate,Single,$60K - $80K,Blue,34,1
717603858,54,M,3,College,Single,$40K - $60K,Blue,42,1
714741933,42,M,4,Unknown,Married,$60K - $80K,Blue,32,1
716558283,30,F,0,Graduate,Married,Less than $40K,Blue,36,2
719022558,49,F,4,Uneducated,Married,Less than $40K,Blue,38,1
717334233,54,F,1,Uneducated,Single,$40K - $60K,Blue,43,1
709222008,41,M,3,Unknown,Single,$80K - $120K,Blue,32,1
719192808,51,M,4,Graduate,Single,$120K +,Blue,36,2
719281533,37,F,3,College,Married,Less than $40K,Blue,27,2
710877108,44,F,1,High School,Divorced,Less than $40K,Blue,32,1
714155283,46,F,2,Unknown,Married,Unknown,Blue,36,2
771214083,45,M,2,High School,Unknown,$60K - $80K,Blue,32,1
770581983,55,F,4,Graduate,Married,$40K - $60K,Blue,41,1
718742808,55,F,1,High School,Married,$40K - $60K,Blue,46,2
710257683,50,M,3,Graduate,Single,$120K +,Blue,33,1
721426383,36,F,3,Unknown,Single,Less than $40K,Blue,36,4
721041483,45,M,4,Doctorate,Married,$60K - $80K,Blue,37,1
719922558,45,F,5,Unknown,Divorced,$40K - $60K,Blue,33,2
715072533,41,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2
716214108,44,M,4,Uneducated,Single,$60K - $80K,Blue,36,1
772216833,47,F,5,Graduate,Single,Less than $40K,Blue,36,1
708553008,38,F,1,High School,Single,$40K - $60K,Blue,36,1
778880358,49,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1
720258183,39,F,4,Graduate,Single,$40K - $60K,Blue,25,2
720689583,50,F,3,High School,Married,$40K - $60K,Blue,40,1
758168133,50,F,0,High School,Married,$40K - $60K,Blue,43,2
716322783,47,F,3,Unknown,Married,Less than $40K,Blue,37,2
711118083,54,F,4,Graduate,Divorced,Less than $40K,Blue,43,1
709591533,46,F,3,College,Divorced,Less than $40K,Blue,38,1
794556333,43,F,2,Unknown,Single,Unknown,Blue,27,1
771630783,42,F,3,High School,Married,Unknown,Blue,30,1
708672708,49,M,4,High School,Unknown,$80K - $120K,Blue,31,2
715590258,45,F,4,Uneducated,Single,$40K - $60K,Blue,36,1
714241083,49,F,1,Graduate,Married,Unknown,Blue,39,1
708416433,41,F,1,High School,Single,Less than $40K,Blue,36,4
779183958,45,F,2,Graduate,Single,Less than $40K,Blue,33,1
709061658,44,F,1,Graduate,Single,Less than $40K,Blue,31,2
717384183,58,F,3,Graduate,Single,Less than $40K,Blue,53,1
778921908,42,M,4,College,Single,$60K - $80K,Blue,23,2
714745608,51,F,4,High School,Single,Less than $40K,Blue,33,2
709200633,55,F,1,Graduate,Single,Unknown,Blue,49,1
714714558,37,F,2,Uneducated,Single,$40K - $60K,Blue,27,1
801363633,60,F,2,Graduate,Married,Unknown,Blue,54,1
778847808,42,F,4,Graduate,Married,$40K - $60K,Blue,23,1
713015433,50,F,4,Unknown,Married,Less than $40K,Blue,36,2
711666708,52,F,2,High School,Married,Unknown,Blue,39,1
809631483,42,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,37,1
808967883,48,F,4,Unknown,Married,Less than $40K,Blue,43,1
710532258,48,F,3,High School,Divorced,Less than $40K,Blue,36,1
812235108,44,F,2,Graduate,Unknown,Less than $40K,Blue,39,2
817293258,44,F,4,College,Married,$40K - $60K,Blue,27,1
714695883,45,F,5,Uneducated,Unknown,Less than $40K,Blue,36,1
738062658,57,M,3,Graduate,Single,$80K - $120K,Blue,50,2
709518858,50,F,2,Graduate,Married,Less than $40K,Blue,38,1
819634233,46,F,2,Graduate,Unknown,Less than $40K,Blue,40,5
711272058,40,F,4,Graduate,Married,Unknown,Blue,28,1
716262708,51,F,2,College,Single,Less than $40K,Blue,36,1
